,Loss_State_Space
92007,[0.11206948757171631]
92008,[0.006553070154041052]
92009,[2.467499256134033]
92010,[0.022429315373301506]
92011,[0.1368866264820099]
92012,[0.12407413870096207]
92013,[0.35674530267715454]
92014,[0.027371281757950783]
92015,[0.010928953066468239]
92016,[0.010366677306592464]
92017,[0.0322478823363781]
92018,[0.053983423858881]
92019,[0.012809112668037415]
92020,[0.003047946374863386]
92021,[0.23431609570980072]
92022,[4.741507053375244]
92023,[0.041706766933202744]
92024,[0.062013983726501465]
92025,[0.07244060933589935]
92026,[0.0026815845631062984]
92027,[0.03203978389501572]
92028,[0.005956802982836962]
92029,[0.3892833888530731]
92030,[0.02787141129374504]
92031,[0.0033162436448037624]
92032,[0.0057273623533546925]
92033,[0.11657463759183884]
92034,[0.009444211609661579]
92035,[0.003252904862165451]
92036,[0.034483086317777634]
92037,[0.024359246715903282]
92038,[0.015928341075778008]
92039,[0.0081667210906744]
92040,[0.03089980036020279]
92041,[0.04171395301818848]
92042,[0.002159292344003916]
92043,[0.00890040397644043]
92044,[0.12811525166034698]
92045,[0.04562213271856308]
92046,[0.058575984090566635]
92047,[0.005603767465800047]
92048,[0.34768998622894287]
92049,[0.007313478272408247]
92050,[0.1381572186946869]
92051,[0.004565143957734108]
92052,[0.01881943643093109]
92053,[0.010572969913482666]
92054,[0.003854074515402317]
92055,[0.005342406220734119]
92056,[0.0070764897391200066]
92057,[0.012190578505396843]
92058,[0.004426062107086182]
92059,[0.016821760684251785]
92060,[0.013252927921712399]
92061,[0.039080534130334854]
92062,[0.017562136054039]
92063,[0.005085429176688194]
92064,[0.6382536888122559]
92065,[0.02482028491795063]
92066,[0.007719993591308594]
92067,[0.0041508981958031654]
92068,[0.031557176262140274]
92069,[0.1209690272808075]
92070,[0.07161639630794525]
92071,[0.029868295416235924]
92072,[0.03749648854136467]
92073,[0.014493806287646294]
92074,[0.23070602118968964]
92075,[0.007406255230307579]
92076,[0.006328905932605267]
92077,[0.2268819957971573]
92078,[0.06760367006063461]
92079,[0.13832931220531464]
92080,[0.014769434928894043]
92081,[0.0033894237130880356]
92082,[0.04993944615125656]
92083,[0.1981145441532135]
92084,[0.012996453791856766]
92085,[0.004966923035681248]
92086,[0.013099124655127525]
92087,[0.21362805366516113]
92088,[0.6792644262313843]
92089,[0.0048010884784162045]
92090,[0.09671919047832489]
92091,[0.024317443370819092]
92092,[0.073879674077034]
92093,[0.006631230469793081]
92094,[0.05132085829973221]
92095,[0.005003656726330519]
92096,[0.008089090697467327]
92097,[0.02864406444132328]
92098,[0.035844817757606506]
92099,[0.022311264649033546]
92100,[0.01597907580435276]
92101,[0.18393751978874207]
92102,[0.33624306321144104]
92103,[0.007158034481108189]
92104,[0.00421895831823349]
92105,[0.005030506290495396]
92106,[0.003019356168806553]
92107,[0.0265409704297781]
92108,[0.031183797866106033]
92109,[0.024190416559576988]
92110,[0.017490725964307785]
92111,[0.003193771932274103]
92112,[0.00828959047794342]
92113,[0.14518986642360687]
92114,[0.003179360181093216]
92115,[0.0031327097676694393]
92116,[0.08114072680473328]
92117,[0.0027146008796989918]
92118,[0.07742159813642502]
92119,[0.11487334966659546]
92120,[0.1301523745059967]
92121,[0.31171298027038574]
92122,[0.080365851521492]
92123,[0.0064055826514959335]
92124,[0.020416749641299248]
92125,[0.07151840627193451]
92126,[0.021784774959087372]
92127,[0.03766286373138428]
92128,[1.4712908267974854]
92129,[0.0051810783334076405]
92130,[0.019394654780626297]
92131,[0.046723026782274246]
92132,[0.01192367635667324]
92133,[0.003666781587526202]
92134,[0.04169778898358345]
92135,[0.0038357905577868223]
92136,[0.004714701324701309]
92137,[0.0029426519758999348]
92138,[0.04011819511651993]
92139,[0.00866536796092987]
92140,[0.05383773893117905]
92141,[0.033950075507164]
92142,[0.06564656645059586]
92143,[0.007953017950057983]
92144,[0.053124573081731796]
92145,[0.029712574556469917]
92146,[0.05190250277519226]
92147,[0.02990974485874176]
92148,[0.013655397109687328]
92149,[0.058486681431531906]
92150,[0.010620123706758022]
92151,[0.03373442217707634]
92152,[0.0018770004389807582]
92153,[0.00611518882215023]
92154,[0.015782184898853302]
92155,[0.010304884053766727]
92156,[0.002721256809309125]
92157,[0.0026088051963597536]
92158,[0.01620112545788288]
92159,[0.006234888918697834]
92160,[0.009412013925611973]
92161,[0.004078090190887451]
92162,[0.0030766332056373358]
92163,[0.03458539769053459]
92164,[0.004898126237094402]
92165,[0.017207205295562744]
92166,[0.00457028578966856]
92167,[0.014723374508321285]
92168,[0.0026264090556651354]
92169,[0.015116057358682156]
92170,[0.01187774445861578]
92171,[0.026052972301840782]
92172,[0.016493186354637146]
92173,[0.0015913058305159211]
92174,[0.0017989767948165536]
92175,[0.5653050541877747]
92176,[0.014578297734260559]
92177,[0.0036057012621313334]
92178,[0.008534911088645458]
92179,[0.005064184777438641]
92180,[0.07985320687294006]
92181,[0.04562627151608467]
92182,[0.008992603980004787]
92183,[0.008350568823516369]
92184,[0.04874682053923607]
92185,[0.004491310566663742]
92186,[0.002468063496053219]
92187,[0.002579644788056612]
92188,[0.0036452189087867737]
92189,[0.003832506947219372]
92190,[0.005535103380680084]
92191,[0.00793363992124796]
92192,[0.02462809346616268]
92193,[0.006142141297459602]
92194,[0.0026423276867717505]
92195,[0.008197972550988197]
92196,[0.007178050000220537]
92197,[0.008353451266884804]
92198,[0.01855020597577095]
92199,[0.0024921628646552563]
92200,[0.005292111542075872]
92201,[0.0027591357938945293]
92202,[0.0018505239859223366]
92203,[0.007521286606788635]
92204,[0.002992167603224516]
92205,[0.01429841574281454]
92206,[0.0019740392453968525]
92207,[0.005666251294314861]
92208,[0.008108343929052353]
92209,[0.0010207216255366802]
92210,[0.015240559354424477]
92211,[0.034134842455387115]
92212,[0.0014938778476789594]
92213,[0.001808894332498312]
92214,[0.006535227410495281]
92215,[0.0030617197044193745]
92216,[0.0018136892467737198]
92217,[0.006645111832767725]
92218,[0.0022868497762829065]
92219,[0.0023945183493196964]
92220,[0.00489498907700181]
92221,[0.02277546003460884]
92222,[0.007451182696968317]
92223,[0.0016947203548625112]
92224,[0.0028218342922627926]
92225,[0.006557266693562269]
92226,[0.034903623163700104]
92227,[0.007501706946641207]
92228,[0.018884489312767982]
92229,[0.002550964243710041]
92230,[0.024333452805876732]
92231,[0.0017211611848324537]
92232,[0.0012487431522458792]
92233,[0.003092542290687561]
92234,[0.01397622562944889]
92235,[0.002260254230350256]
92236,[0.0024860966950654984]
92237,[0.0045753419399261475]
92238,[0.0016683253925293684]
92239,[0.017164070159196854]
92240,[0.017447534948587418]
92241,[0.002906414680182934]
92242,[0.008153251372277737]
92243,[0.014326742850244045]
92244,[0.03928759694099426]
92245,[0.0021502836607396603]
92246,[0.0053396341390907764]
92247,[0.002008148469030857]
92248,[0.001600107061676681]
92249,[0.003305755788460374]
92250,[0.004293179139494896]
92251,[0.021362828090786934]
92252,[0.012483123689889908]
92253,[0.016372283920645714]
92254,[0.003126132767647505]
92255,[0.03229024261236191]
92256,[0.00619310699403286]
92257,[0.03715610131621361]
92258,[0.00915229506790638]
92259,[0.5133076310157776]
92260,[0.0011106841266155243]
92261,[0.014118611812591553]
92262,[0.012188339605927467]
92263,[0.0013175357598811388]
92264,[0.014170145615935326]
92265,[0.003103505354374647]
92266,[0.010633967816829681]
92267,[0.0028256443329155445]
92268,[0.002766677876934409]
92269,[0.013226632960140705]
92270,[0.005563821643590927]
92271,[0.003307773731648922]
92272,[0.0023534619249403477]
92273,[0.8207308053970337]
92274,[0.005226700566709042]
92275,[0.0016977739287540317]
92276,[0.0019246907904744148]
92277,[0.007336546666920185]
92278,[0.006811389699578285]
92279,[0.006539944559335709]
92280,[0.010997224599123001]
92281,[0.022142529487609863]
92282,[0.0028894133865833282]
92283,[0.0015243939124047756]
92284,[0.014080838300287724]
92285,[0.0016411154065281153]
92286,[0.0026508793234825134]
92287,[0.004715349059551954]
92288,[0.9358792901039124]
92289,[0.001930694212205708]
92290,[0.0036275212187319994]
92291,[0.003956630360335112]
92292,[0.06887549161911011]
92293,[0.007763035595417023]
92294,[0.007502947933971882]
92295,[0.0017663870239630342]
92296,[0.008518370799720287]
92297,[0.004079553764313459]
92298,[0.05288383737206459]
92299,[0.1224496066570282]
92300,[0.005081783048808575]
92301,[0.018384495750069618]
92302,[0.007184471935033798]
92303,[0.017296038568019867]
92304,[0.009137170389294624]
92305,[0.0015137679874897003]
92306,[0.017609430477023125]
92307,[0.003994101658463478]
92308,[0.004728465806692839]
92309,[0.0041953762993216515]
92310,[0.0015515414997935295]
92311,[0.007731666788458824]
92312,[0.14591635763645172]
92313,[0.0011885931016877294]
92314,[0.02394789084792137]
92315,[0.0018400312401354313]
92316,[0.31782177090644836]
92317,[0.0016228352906182408]
92318,[0.0026234094984829426]
92319,[0.0038282335735857487]
92320,[0.006498666480183601]
92321,[0.0026381965726614]
92322,[0.6069676280021667]
92323,[0.0027206914965063334]
92324,[0.0012707412242889404]
92325,[0.004667618777602911]
92326,[0.003289211541414261]
92327,[0.005457604769617319]
92328,[0.02242114208638668]
92329,[0.02081092819571495]
92330,[0.1161051094532013]
92331,[0.20401562750339508]
92332,[0.001927684643305838]
92333,[0.019755112007260323]
92334,[0.009124455973505974]
92335,[0.00561149138957262]
92336,[0.00841396301984787]
92337,[0.012290648184716702]
92338,[0.01493442989885807]
92339,[0.0093468576669693]
92340,[0.004643038846552372]
92341,[0.004021435976028442]
92342,[0.057216063141822815]
92343,[0.00526803033426404]
92344,[0.008690990507602692]
92345,[0.0059196241199970245]
92346,[0.00826588086783886]
92347,[0.011899424716830254]
92348,[0.008196927607059479]
92349,[0.005899887066334486]
92350,[0.011919748969376087]
92351,[0.012014498002827168]
92352,[0.006007170304656029]
92353,[0.024233687669038773]
92354,[0.009106764569878578]
92355,[0.007840549573302269]
92356,[0.0024978588335216045]
92357,[0.04038171470165253]
92358,[0.004866552539169788]
92359,[0.0028972430154681206]
92360,[0.0020168067421764135]
92361,[0.004537587054073811]
92362,[0.028279075399041176]
92363,[0.0011308385292068124]
92364,[0.002029696013778448]
92365,[0.012751013040542603]
92366,[0.001624756259843707]
92367,[0.002183675765991211]
92368,[0.005203853361308575]
92369,[0.0064738718792796135]
92370,[0.002379451412707567]
92371,[0.0024787653237581253]
92372,[0.0017042390536516905]
92373,[0.007023862097412348]
92374,[0.004946177825331688]
92375,[0.0038265427574515343]
92376,[0.0016687898896634579]
92377,[0.004118052311241627]
92378,[0.0019826919306069613]
92379,[0.004151497036218643]
92380,[0.0024955356493592262]
92381,[0.003732089651748538]
92382,[0.002681886311620474]
92383,[0.0029689252842217684]
92384,[0.02363451011478901]
92385,[0.00881471298635006]
92386,[0.009576691314578056]
92387,[0.005508723668754101]
92388,[0.0031781205907464027]
92389,[0.00705302320420742]
92390,[0.003627245081588626]
92391,[0.005576909985393286]
92392,[0.0028662183322012424]
92393,[0.0033524346072226763]
92394,[0.004525333177298307]
92395,[0.0014828641433268785]
92396,[0.005203637294471264]
92397,[0.0018289264990016818]
92398,[0.020365681499242783]
92399,[0.0018033317755907774]
92400,[0.006777303293347359]
92401,[0.006698457058519125]
92402,[0.003944536205381155]
92403,[0.002330075018107891]
92404,[0.02526242844760418]
92405,[0.0027848046738654375]
92406,[0.006995951756834984]
92407,[0.007002831436693668]
92408,[0.018997617065906525]
92409,[0.0021094074472784996]
92410,[0.0023011225275695324]
92411,[0.0012968725059181452]
92412,[0.006090192589908838]
92413,[0.009526720270514488]
92414,[0.002139825839549303]
92415,[0.0015915307449176908]
92416,[0.016647299751639366]
92417,[0.004050260875374079]
92418,[0.0026374240405857563]
92419,[0.009919047355651855]
92420,[0.0013125032419338822]
92421,[0.002122536301612854]
92422,[0.012521479278802872]
92423,[0.002054007723927498]
92424,[0.00551368435844779]
92425,[0.006864379160106182]
92426,[0.0070957918651402]
92427,[0.005464282818138599]
92428,[0.008253179490566254]
92429,[0.005056625232100487]
92430,[0.004253306891769171]
92431,[0.003529395442456007]
92432,[0.0024986108765006065]
92433,[0.0017269179224967957]
92434,[0.003722035326063633]
92435,[0.0020790030248463154]
92436,[0.0013407364021986723]
92437,[0.0005604469333775342]
92438,[0.0028084339573979378]
92439,[0.00420314772054553]
92440,[0.0020513245835900307]
92441,[0.009199118241667747]
92442,[0.0036165760830044746]
92443,[0.004946582019329071]
92444,[0.004229875281453133]
92445,[0.0026502846740186214]
92446,[0.0027763580437749624]
92447,[0.0030679681804031134]
92448,[0.003151720855385065]
92449,[0.0035163890570402145]
92450,[0.0037618137430399656]
92451,[0.006382419262081385]
92452,[0.0040293605998158455]
92453,[0.014795994386076927]
92454,[0.0020893728360533714]
92455,[0.006206873804330826]
92456,[0.00207877135835588]
92457,[0.0035932674072682858]
92458,[0.0025453371927142143]
92459,[0.002828463912010193]
92460,[0.019706543534994125]
92461,[0.024499960243701935]
92462,[0.009554354473948479]
92463,[0.0013548131100833416]
92464,[0.02000023052096367]
92465,[0.3392677307128906]
92466,[0.0012989117531105876]
92467,[0.002348800655454397]
92468,[0.0015367405721917748]
92469,[0.002169771818444133]
92470,[0.0032813302241265774]
92471,[0.0034690136089920998]
92472,[0.025018218904733658]
92473,[0.05051090940833092]
92474,[0.06734724342823029]
92475,[0.02029566839337349]
92476,[0.009007620625197887]
92477,[0.0025628646835684776]
92478,[0.002144009107723832]
92479,[0.0014669749652966857]
92480,[0.00310876383446157]
92481,[0.0017555500380694866]
92482,[0.003300220239907503]
92483,[0.09474650770425797]
92484,[0.002225099829956889]
92485,[0.0015288620488718152]
92486,[0.004038902930915356]
92487,[0.0045075928792357445]
92488,[0.0021330546587705612]
92489,[0.0064734239131212234]
92490,[0.005692971404641867]
92491,[0.0025521584320813417]
92492,[0.0015271968441084027]
92493,[0.0014207146596163511]
92494,[0.0017666788771748543]
92495,[0.0018596145091578364]
92496,[0.0021851996425539255]
92497,[0.001312782522290945]
92498,[0.003191594500094652]
92499,[0.0022148441057652235]
92500,[0.0012260496150702238]
92501,[0.0034944768995046616]
92502,[0.018795380368828773]
92503,[0.001273114001378417]
92504,[0.0029803765937685966]
92505,[0.0016635982319712639]
92506,[0.0062243398278951645]
92507,[0.004148557316511869]
92508,[0.025314265862107277]
92509,[0.003881515469402075]
92510,[0.002640378661453724]
92511,[0.020846864208579063]
92512,[0.0031668832525610924]
92513,[0.0017339549958705902]
92514,[0.0025760738644748926]
92515,[0.001180055784061551]
92516,[0.0013442595954984426]
92517,[0.011251172982156277]
92518,[0.2603181004524231]
92519,[0.002142725046724081]
92520,[0.00264391815289855]
92521,[0.00862882100045681]
92522,[0.0029457686468958855]
92523,[0.0031042180489748716]
92524,[0.0021624346263706684]
92525,[0.0016040265327319503]
92526,[0.0013826896902173758]
92527,[0.004055342637002468]
92528,[0.007635936141014099]
92529,[0.003346166107803583]
92530,[0.0022567566484212875]
92531,[0.002553445752710104]
92532,[0.0024574201088398695]
92533,[1.6540607213974]
92534,[0.014471196569502354]
92535,[0.0035951423924416304]
92536,[0.00794391892850399]
92537,[0.0019236519001424313]
92538,[0.0025140251964330673]
92539,[0.05672828108072281]
92540,[0.01110641099512577]
92541,[0.04764604941010475]
92542,[0.00149996904656291]
92543,[0.024932794272899628]
92544,[0.06099944934248924]
92545,[0.0030584242194890976]
92546,[0.0030235268641263247]
92547,[0.03904101625084877]
92548,[0.002020066138356924]
92549,[0.030885066837072372]
92550,[0.012005902826786041]
92551,[0.0010618860833346844]
92552,[0.004658499266952276]
92553,[0.002599637722596526]
92554,[0.06956704705953598]
92555,[0.002136695198714733]
92556,[0.0033317056950181723]
92557,[0.010240988805890083]
92558,[0.018537746742367744]
92559,[0.006405270658433437]
92560,[0.007144653704017401]
92561,[0.03527858853340149]
92562,[0.002631002338603139]
92563,[0.02814507856965065]
92564,[0.0059271748177707195]
92565,[0.018378322944045067]
92566,[0.003204396925866604]
92567,[0.004224454052746296]
92568,[0.005528552457690239]
92569,[0.00186830828897655]
92570,[0.004235166124999523]
92571,[0.0026630335487425327]
92572,[0.0022970964200794697]
92573,[0.002940780483186245]
92574,[0.014302961528301239]
92575,[0.0013898411998525262]
92576,[0.0018802788108587265]
92577,[0.0020584568846970797]
92578,[0.0035647121258080006]
92579,[0.004195558838546276]
92580,[0.001385285286232829]
92581,[0.0883389487862587]
92582,[0.0014487954322248697]
