Mean 100 cost memory
-31493.009492256813
-31465.89169735481
-31484.486909406016
-31472.393783330015
-31469.844234906417
-31456.86362144961
-31434.280080022007
-31416.205736441607
-31425.13521160801
-31422.879640803203
-31429.190009320006
-31426.190330872007
-31406.75767748121
-31390.469285926814
-31383.692442120417
-31396.961208085617
-31381.45072295922
-31383.223421842013
-31373.645046535214
-31372.839133156416
-31368.792273847215
-31369.614888254815
-31367.11674456481
-31361.134189035212
-31361.724527454808
-31368.806188516814
-31372.284859028412
-31377.49488180521
-31390.27612368841
-31404.112201057207
-31400.88445379641
-31388.228885703615
-31392.776038177613
-31365.364139312413
-31350.796123655615
-31349.471610076012
-31326.764505376406
-31305.238091935607
-31293.929176321613
-31300.168748112814
-31300.593401750815
-31276.44063435282
-31296.45096699682
-31278.717973664418
-31263.254983576815
-31244.454875407613
-31230.09065060121
-31240.06621590841
-31249.813001490016
-31238.31602636801
-31233.44126101122
-31240.658607558817
-31232.811652089615
-31229.997290608022
-31241.782164246422
-31228.707639330016
-31214.319779739613
-31199.789130986817
-31187.514003834418
-31190.65349469322
-31186.43999555122
-31159.90628406442
-31139.454608647215
-31136.496180835216
-31127.88699052042
-31111.510082411623
-31099.184515148016
-31093.45108268082
-31087.717850684017
-31036.07153578922
-31014.283296291615
-31006.659039479615
-30994.29872693562
-30977.625293388013
-30940.74845066642
-30945.17964609642
-30920.22336002922
-30908.111023292426
-30906.941430840823
-30894.907544545218
-30868.03940438482
-30855.20249330282
-30851.59447065122
-30836.415632319615
-30838.263588309615
-30843.47002875321
-30824.03803950801
-30833.261747906014
-30824.972398773214
-30817.447520852416
-30814.709788338012
-30797.60246102921
-30783.819925118016
-30762.89942496042
-30766.919902239624
-30753.07178248402
-30760.78423205602
-30746.258500644424
-30754.752985022824
-30738.859909338014
-30722.57222259402
-30737.93051023402
-30705.747580798823
-30707.502184919616
-30697.053596873622
-30685.66554494242
-30655.526006994816
-30663.27875109602
-30647.151779890813
-30631.636249707215
-30614.528035496423
-30598.792610818018
-30593.536103168022
-30589.141203563613
-30577.282835713617
-30554.120902708815
-30526.93904237081
-30505.04071825521
-30496.76149822561
-30471.27652465961
-30454.16161217401
-30436.651062490015
-30438.19110892601
-30437.210915164418
-30441.948771789615
-30431.589947527213
-30441.712237092415
-30426.580056048017
-30412.90830953922
-30376.678488246416
-30367.495592996012
-30363.53900583081
-30361.16879887721
-30367.02248669921
-30349.245208910004
-30331.73253416921
-30303.596272043207
-30312.599318486817
-30298.580243312816
-30270.479982625217
-30244.29491951802
-30258.874804465617
-30216.30585570401
-30204.60668411122
-30187.315713348016
-30173.544313163213
-30178.12387139921
-30175.400400643215
-30160.500342516414
-30147.46600934002
-30143.964819775618
-30140.323377756817
-30144.358104948016
-30150.242722254014
-30138.62673278841
-30137.70030317401
-30141.262703651213
-30128.05333782081
-30120.495146539608
-30115.599761688005
-30106.628118102002
-30127.65536428481
-30123.329913290007
-30117.81333067921
-30098.663824356012
-30099.49136960681
-30094.115419304413
-30063.167259662012
-30025.42978841881
-30033.746298487204
-30028.002412581605
-30015.917703190407
-30018.183543526007
-30020.966885288002
-30022.619214500006
-30012.588889184408
-30020.120017520014
-29995.471021770813
-29993.639601451607
-29990.480225460407
-30002.251114913208
-29992.476439456008
-29979.124426224807
-29969.46004075761
-29943.621419812007
-29930.74689353801
-29949.469055316407
-29929.197631672407
-29920.197343127606
-29909.189713942014
-29905.874838217613
-29886.677613604013
-29864.424862399217
-29853.541471527213
-29815.944579159215
-29801.704591520014
-29775.886243004014
-29770.20469755641
-29734.593418449207
-29715.583902136816
-29698.457271523213
-29679.11908873201
-29678.963472781616
-29662.28965774361
-29655.976419579205
-29641.676232809612
-29647.81348541441
-29640.269713430014
-29636.00873397681
-29641.707359783613
-29641.301964385606
-29640.945486850407
-29632.490821990406
-29635.229407394818
-29622.20712524081
-29606.55338768841
-29612.16712626401
-29614.16929279601
-29608.818791265614
-29602.93750395761
-29586.40586870722
-29597.06817886642
-29573.171342880414
-29547.217864494818
-29522.57247256241
-29492.55342634161
-29463.191324077212
-29438.422546995615
-29427.35142409921
-29423.49745927521
-29430.52990736041
-29436.864249847615
-29406.675044914813
-29393.79080386121
-29399.38120864761
-29393.74911023001
-29388.90587651161
-29376.84008652601
-29357.915716694013
-29337.82769702881
-29344.26454060681
-29319.75181093281
-29326.46520523841
-29333.672104192014
-29326.667484019214
-29333.91381221441
-29301.214839966415
-29278.001515010008
-29288.91775123321
-29273.233244594405
-29265.86062412441
-29248.01608201521
-29231.628447047613
-29210.087459127208
-29189.690541549207
-29158.871876225607
-29127.039059465606
-29123.39654786961
-29119.764672120815
-29082.81790314321
-29078.613589320812
-29055.368932158814
-29069.98652537441
-29046.62075391081
-29055.923827948413
-29032.289323645608
-29028.15848075321
-29016.526616680414
-29012.82561857641
-28989.821508170407
-28988.582402393207
-28997.76015406521
-28994.93491693001
-28978.05913202642
-28945.351477779215
-28935.940638376418
-28932.096011522015
-28938.597843039617
-28925.842344063614
-28912.019997878815
-28895.18958047041
-28898.05487901801
-28881.636769894012
-28883.851181156813
-28873.691895849606
-28845.36930713841
-28808.10537629561
-28808.858013288016
-28785.236571862017
-28781.50120169682
-28770.166374642413
-28760.929679242014
-28759.368963792807
-28771.103046637614
-28782.48569731081
-28782.34763003001
-28789.470720236008
-28766.25045159201
-28785.976841188407
-28762.41430843161
-28756.79891866081
-28741.10812634441
-28714.36791762281
-28700.34014848561
-28683.269313844008
-28676.110292012814
-28653.668253860815
-28653.457790096014
-28647.466026846418
-28641.33584025882
-28612.443590904415
-28592.697811739607
-28563.727374184415
-28549.97548739681
-28556.50305983641
-28554.734341737614
-28540.161643006817
-28521.82681328921
-28505.678184366014
-28497.718038354407
-28486.568820558805
-28451.181599025214
-28443.71377707041
-28442.196539652014
-28422.616337568812
-28435.072935150016
-28415.238416540415
-28427.956771048415
-28430.941589033213
-28421.281434617216
-28410.34049727881
-28390.679247032014
-28407.63669259881
-28386.94340330121
-28366.89993506081
-28363.53774889161
-28363.289741686815
-28339.877048082017
-28335.508151533217
-28349.451703092418
-28331.737237557616
-28320.679923438012
-28295.156185580418
-28287.95967191681
-28277.91765721041
-28254.342941007217
-28261.316161187617
-28256.454651584816
-28209.229229364013
-28208.885915960014
-28205.21704799321
-28178.585844737616
-28174.47786029882
-28176.068885707216
-28176.091276522413
-28169.136840774416
-28164.56014500201
-28141.414405927208
-28135.254482086006
-28152.29274605201
-28152.80813342961
-28141.099622923615
-28103.340777565216
-28094.33333742721
-28068.15690086441
-28063.58466107081
-28045.135261779207
-28067.806668615613
-28051.306253808412
-28043.78918749521
-28030.21350555321
-28006.57322348481
-27984.156518001208
-27983.748277710805
-27995.327099108406
-27975.878835393603
-27934.58953277081
-27911.220920407606
-27904.462903475607
-27917.609939746406
-27900.88434289921
-27890.357028955208
-27875.717192480806
-27840.46225364561
-27848.591573344806
-27856.860762458808
-27861.36010152081
-27822.774751355617
-27815.215154361213
-27790.820059054015
-27791.32366082321
-27795.681269945206
-27812.72701141761
-27818.387032730006
-27802.140647805212
-27778.08855471961
-27748.715983404807
-27750.633230455205
-27734.196558044412
-27748.56146472841
-27751.852242497214
-27743.374051010414
-27757.91911375281
-27746.905476933207
-27735.106702930007
-27718.520924688
-27741.293164922405
-27725.90370079281
-27707.039967917615
-27691.507329907214
-27689.278123620014
-27661.95665053521
-27649.129559451205
-27614.6721095248
-27582.149100466002
-27582.03767564
-27576.709791264002
-27575.271106340806
-27567.12252147521
-27557.84762902721
-27559.07038871401
-27561.54508108201
-27547.460232438407
-27548.489257156805
-27553.09881849921
-27548.460665618804
-27562.212065699605
-27567.39348388041
-27543.02142590041
-27547.67469319921
-27546.524952218006
-27528.310064942805
-27513.63348667641
-27528.42317420321
-27513.418156124804
-27477.68356115601
-27452.047831773212
-27446.05743614481
-27441.894853083606
-27420.92423181201
-27413.00173367001
-27403.42023876681
-27402.137215492014
-27374.341393692404
-27368.031235144408
-27353.51309987161
-27344.12572323481
-27345.061757412008
-27361.04315090681
-27364.861830285212
-27340.67686774641
-27355.898794860812
-27339.538990894005
-27334.860693450406
-27317.365624434402
-27304.613751509205
-27299.756063058405
-27294.591675615604
-27274.520414171606
-27236.498736254405
-27227.630680157607
-27214.308684300813
-27215.80535902121
-27223.79472093361
-27211.887814871614
-27201.751693369206
-27195.014185196007
-27167.815650118402
-27176.8680230256
-27182.797572383202
-27177.09146434441
-27186.848883386403
-27182.221163463608
-27193.669130575607
-27198.58039124121
-27210.286650423608
-27225.232824877614
-27220.99832274361
-27211.701082243213
-27193.763154190805
-27205.59364746641
-27189.678735666406
-27181.12357237321
-27192.39900830281
-27172.235714191607
-27157.758045698014
-27158.40602804401
-27173.169046798816
-27163.36769178801
-27149.87677205001
-27141.95600537841
-27126.138285040408
-27124.123444042812
-27095.888420328014
-27108.950608435207
-27109.63534668401
-27099.79323326001
-27105.184139256813
-27099.163341182804
-27078.317535198014
-27052.443067693603
-27036.444557695606
-27010.169279956408
-27018.433932521202
-27025.072561701607
-27029.384551892806
-27017.891062393213
-27012.200916743208
-27000.52435734841
-26991.125732147208
-26990.521126325606
-26998.44504286441
-27014.207648540014
-27016.71957581161
-27015.85130901001
-27002.379575166808
-26989.741920584413
-26987.60163816401
-26983.431885508817
-26972.25694473281
-26966.33269770321
-26954.73159610881
-26961.01092119601
-26945.067397314408
-26930.23821581521
-26914.266848327614
-26895.937740072015
